cidade,uf,populacao
SãoJosédoDivino,MinasGerais,3851
VistaSerrana,Paraíba,3850
SãoValériodaNatividade,Tocantins,3848
Varjão,Goiás,3848
RioCrespo,Rondônia,3843
Pejuçara,RioGrandedoSul,3840
SãoFrancisco,Sergipe,3837
CampinadoSimão,Paraná,3831
CampoAzul,MinasGerais,3830
RedençãodaSerra,SãoPaulo,3827
Fátima,Tocantins,3824
BrejodoPiauí,Piauí,3824
Cotiporã,RioGrandedoSul,3824
SantaIsabel,Goiás,3821
Itapiratins,Tocantins,3814
Meridiano,SãoPaulo,3813
Brazabrantes,Goiás,3812
QuinzedeNovembro,RioGrandedoSul,3810
AuroradoTocantins,Tocantins,3809
SantoInáciodoPiauí,Piauí,3809
SantaFédeMinas,MinasGerais,3806
PradoFerreira,Paraná,3806
PedraBranca,Paraíba,3802
GuaranideGoiás,Goiás,3801
SantaLúcia,Paraná,3795
BraçodoTrombudo,SantaCatarina,3794
SãoJoãodoItaperiú,SantaCatarina,3784
Alvarenga,MinasGerais,3783
DiogodeVasconcelos,MinasGerais,3779
Nazaré,Tocantins,3772
SãoBrásdoSuaçuí,MinasGerais,3770
Guapirama,Paraná,3767
SantoAntôniodoItambé,MinasGerais,3763
Tesouro,MatoGrosso,3761
RanchoAlegre,Paraná,3760
Guarará,MinasGerais,3755
NovaSantaHelena,MatoGrosso,3755
SantanadosMontes,MinasGerais,3753
Itutinga,MinasGerais,3749
Mutunópolis,Goiás,3749
CaiçaradoRiodoVento,RioGrandedoNorte,3745
CapãodoCipó,RioGrandedoSul,3745
NovaRomadoSul,RioGrandedoSul,3743
Elisiário,SãoPaulo,3742
Heitoraí,Goiás,3742
Campanário,MinasGerais,3739
ÁguaSanta,RioGrandedoSul,3738
Jaboticaba,RioGrandedoSul,3738
SãoJosédoPeixe,Piauí,3737
Lajedinho,Bahia,3735
Matutina,MinasGerais,3733
Paraú,RioGrandedoNorte,3732
PaimFilho,RioGrandedoSul,3731
Lizarda,Tocantins,3727
Saltinho,SantaCatarina,3727
MalhadadosBois,Sergipe,3715
CacimbadeAreia,Paraíba,3708
Piquerobi,SãoPaulo,3706
NovaAlvorada,RioGrandedoSul,3698
CampoBonito,Paraná,3694
Macedônia,SãoPaulo,3686
CórregodoBomJesus,MinasGerais,3685
Chiapetta,RioGrandedoSul,3684
OuroVerdedeGoiás,Goiás,3679
Edealina,Goiás,3678
Tabuleiro,MinasGerais,3669
PresidenteKennedy,Tocantins,3668
CatasAltasdaNoruega,MinasGerais,3665
LafaieteCoutinho,Bahia,3663
Pavussu,Piauí,3662
CampestredeGoiás,Goiás,3662
Pratinha,MinasGerais,3658
NovaBrasilândia,MatoGrosso,3656
CruzeirodaFortaleza,MinasGerais,3651
Pedrinópolis,MinasGerais,3651
Rifaina,SãoPaulo,3651
Riachão,Paraíba,3650
RiachodaCruz,RioGrandedoNorte,3648
EstrelaVelha,RioGrandedoSul,3646
Piratuba,SantaCatarina,3637
DomBosco,MinasGerais,3635
PinheiroPreto,SantaCatarina,3635
BandeirantesdoTocantins,Tocantins,3631
Sossêgo,Paraíba,3631
Campinaçu,Goiás,3628
Muricilândia,Tocantins,3623
Sarutaiá,SãoPaulo,3623
SãoJosédoBonfim,Paraíba,3619
Catolândia,Bahia,3619
ÁlvaresFlorence,SãoPaulo,3616
Carvalhópolis,MinasGerais,3614
Jaquirana,RioGrandedoSul,3611
Itaúba,MatoGrosso,3609
BelémdoPiauí,Piauí,3607
SãoJosédosCordeiros,Paraíba,3607
SeverianodeAlmeida,RioGrandedoSul,3607
SãoFernando,RioGrandedoNorte,3606
Platina,SãoPaulo,3606
AlvoradadeMinas,MinasGerais,3605
QuartelGeral,MinasGerais,3603
SantoAntôniodoAventureiro,MinasGerais,3602
SantaRitadoTrivelato,MatoGrosso,3602
SãoJosédasPalmeiras,Paraná,3601
SebastianópolisdoSul,SãoPaulo,3595
SantaInês,Paraíba,3591
ÁguasdeSãoPedro,SãoPaulo,3588
Taquarussu,MatoGrossodoSul,3588
CajazeirasdoPiauí,Piauí,3586
RuyBarbosa,RioGrandedoNorte,3584
CachoeiradaPrata,MinasGerais,3580
Palminópolis,Goiás,3578
PresidenteJuscelino,MinasGerais,3572
BernardinoBatista,Paraíba,3571
Vieiras,MinasGerais,3570
DuasEstradas,Paraíba,3569
Vargeão,SantaCatarina,3569
SãoJosédosAusentes,RioGrandedoSul,3559
Emas,Paraíba,3556
NovoHorizontedoSul,MatoGrossodoSul,3556
NovaMódica,MinasGerais,3548
ArroioTrinta,SantaCatarina,3547
Cordislândia,MinasGerais,3546
Adolfo,SãoPaulo,3545
Arambaré,RioGrandedoSul,3544
TeresinadeGoiás,Goiás,3538
SantaMariadoTocantins,Tocantins,3537
SãoSebastiãodoUmbuzeiro,Paraíba,3534
Jacutinga,RioGrandedoSul,3532
ValeVerde,RioGrandedoSul,3531
BarãodeAntonina,SãoPaulo,3525
Mombuca,SãoPaulo,3523
Áurea,RioGrandedoSul,3517
SenhoradoPorto,MinasGerais,3516
Queiroz,SãoPaulo,3513
Romaria,MinasGerais,3507
TaquaraldeGoiás,Goiás,3506
BocainadoSul,SantaCatarina,3501
FernandesTourinho,MinasGerais,3500
IbitiúradeMinas,MinasGerais,3497
Trombas,Goiás,3497
FreiLagonegro,MinasGerais,3496
Torixoréu,MatoGrosso,3487
EstreladoIndaiá,MinasGerais,3483
Gurjão,Paraíba,3477
Angico,Tocantins,3475
MarVermelho,Alagoas,3474
BomJesusdoSul,Paraná,3472
Jari,RioGrandedoSul,3472
MaurilândiadoTocantins,Tocantins,3470
PalestinadeGoiás,Goiás,3470
Jumirim,SãoPaulo,3467
MajorGercino,SantaCatarina,3465
CaxambudoSul,SantaCatarina,3462
Cromínia,Goiás,3458
Itacurubi,RioGrandedoSul,3456
UniãodoSul,MatoGrosso,3455
Araçu,Goiás,3450
Hidrolina,Goiás,3450
CoronelXavierChaves,MinasGerais,3448
SebastiãoBarros,Piauí,3434
Zortéa,SantaCatarina,3432
Divinésia,MinasGerais,3430
PonteAltadoNorte,SantaCatarina,3426
NovaAméricadaColina,Paraná,3424
Ourizona,Paraná,3423
BelmiroBraga,MinasGerais,3422
GeneralMaynard,Sergipe,3421
PajeúdoPiauí,Piauí,3416
Figueirópolisd'Oeste,MatoGrosso,3411
DoisLajeados,RioGrandedoSul,3410
DiamantedoSul,Paraná,3409
Turuçu,RioGrandedoSul,3408
VilaFlores,RioGrandedoSul,3407
BelaVistadaCaroba,Paraná,3404
Goiabeira,MinasGerais,3402
CampestredaSerra,RioGrandedoSul,3402
SalgadoFilho,Paraná,3389
Pongaí,SãoPaulo,3385
SantaRitadeIbitipoca,MinasGerais,3380
Castelândia,Goiás,3380
SãoFrancisco,Paraíba,3377
Sandolândia,Tocantins,3371
SantaRitadoNovoDestino,Goiás,3367
Lamim,MinasGerais,3366
SantaRosadaSerra,MinasGerais,3364
BarreirasdoPiauí,Piauí,3356
SãoFélixdeMinas,MinasGerais,3354
NovaBréscia,RioGrandedoSul,3345
Pequeri,MinasGerais,3340
ColinasdoSul,Goiás,3339
Itaoca,SãoPaulo,3332
NovaMarilândia,MatoGrosso,3332
ChapadadaNatividade,Tocantins,3330
Calmon,SantaCatarina,3325
Ribeira,SãoPaulo,3320
PedraMole,Sergipe,3309
Natalândia,MinasGerais,3306
Damianópolis,Goiás,3302
Ivatuba,Paraná,3299
Pitangueiras,Paraná,3298
ÁguaNova,RioGrandedoNorte,3293
Esmeralda,RioGrandedoSul,3291
Alegria,RioGrandedoSul,3287
Paraíso,SantaCatarina,3284
BiasFortes,MinasGerais,3282
Paranapoema,Paraná,3277
CamposBorges,RioGrandedoSul,3272
Buritinópolis,Goiás,3272
Telha,Sergipe,3271
Braga,RioGrandedoSul,3271
BarradoGuarita,RioGrandedoSul,3266
UruanadeMinas,MinasGerais,3256
SantaCecíliadoPavão,Paraná,3253
EstreladoNorte,Goiás,3253
Alvinlândia,SãoPaulo,3251
SerraAlta,SantaCatarina,3249
JundiaídoSul,Paraná,3248
BomSucessodoSul,Paraná,3244
Bannach,Pará,3239
Emilianópolis,SãoPaulo,3238
MonteAlegredosCampos,RioGrandedoSul,3237
EntreRios,SantaCatarina,3232
Caseiros,RioGrandedoSul,3228
Charrua,RioGrandedoSul,3228
SãoMartinhodaSerra,RioGrandedoSul,3228
SaltodoCéu,MatoGrosso,3226
Anitápolis,SantaCatarina,3223
LeandroFerreira,MinasGerais,3222
NacipRaydan,MinasGerais,3221
SãoValentim,RioGrandedoSul,3220
VilaFlor,RioGrandedoNorte,3217
Cajazeirinhas,Paraíba,3217
FranciscoMacedo,Piauí,3216
Chácara,MinasGerais,3216
Nantes,SãoPaulo,3215
RafaelGodeiro,RioGrandedoNorte,3214
SantaBárbaradoMonteVerde,MinasGerais,3212
ProfessorJamil,Goiás,3211
SantaAmélia,Paraná,3208
NovaRoma,Goiás,3208
SantaTerezadeGoiás,Goiás,3207
FariaLemos,MinasGerais,3202
Luzinópolis,Tocantins,3200
PortoAlegredoTocantins,Tocantins,3200
Lajeado,Tocantins,3199
TriunfoPotiguar,RioGrandedoNorte,3195
Rubiácea,SãoPaulo,3195
Rubineia,SãoPaulo,3191
NovoMachado,RioGrandedoSul,3191
MuitosCapões,RioGrandedoSul,3184
Atalanta,SantaCatarina,3179
SãoGonçalodoRioPreto,MinasGerais,3178
Glaucilândia,MinasGerais,3177
AntônioAlmeida,Piauí,3175
Ernestina,RioGrandedoSul,3171
CórregoDanta,MinasGerais,3168
SantoAfonso,MatoGrosso,3164
PedraGrande,RioGrandedoNorte,3163
RioBom,Paraná,3162
SãoMartinho,SantaCatarina,3162
SantoExpedito,SãoPaulo,3159
MathiasLobato,MinasGerais,3157
Perolândia,Goiás,3156
OnçadePitangui,MinasGerais,3155
Lidianópolis,Paraná,3155
Ibicaré,SantaCatarina,3154
Jaguaraçu,MinasGerais,3151
Caranaíba,MinasGerais,3150
PratadoPiauí,Piauí,3149
Jeriquara,SãoPaulo,3143
ItatibadoSul,RioGrandedoSul,3143
MatoRico,Paraná,3142
FernandodeNoronha,Pernambuco,3140
Mormaço,RioGrandedoSul,3139
PortoBarreiro,Paraná,3133
ComendadorGomes,MinasGerais,3128
MorrodoPilar,MinasGerais,3126
MiraEstrela,SãoPaulo,3125
ValedeSãoDomingos,MatoGrosso,3124
Inajá,Paraná,3122
SãoDomingos,Paraíba,3119
Passagem,RioGrandedoNorte,3114
SerradaRaiz,Paraíba,3114
PedrinhasPaulista,SãoPaulo,3109
CascalhoRico,MinasGerais,3108
SãoSalvadordoTocantins,Tocantins,3106
BomJesus,SantaCatarina,3104
Tenório,Paraíba,3103
Imigrante,RioGrandedoSul,3103
Marapoama,SãoPaulo,3097
CoronelPacheco,MinasGerais,3095
Taparuba,MinasGerais,3093
SãoDomingosdoSul,RioGrandedoSul,3091
Colorado,RioGrandedoSul,3088
Magda,SãoPaulo,3086
VeraMendes,Piauí,3082
FernandoPedroza,RioGrandedoNorte,3081
TaquaruçudoSul,RioGrandedoSul,3081
TioHugo,RioGrandedoSul,3078
SãoGonçalodoGurgueia,Piauí,3071
PintoBandeira,RioGrandedoSul,3068
NovaBelém,MinasGerais,3067
Figueirão,MatoGrossodoSul,3066
Araguaiana,MatoGrosso,3064
Urutaí,Goiás,3056
OuroVelho,Paraíba,3052
VitóriadasMissões,RioGrandedoSul,3052
Westfália,RioGrandedoSul,3046
SantoHipólito,MinasGerais,3044
AltoFeliz,RioGrandedoSul,3043
Sítiod'Abadia,Goiás,3040
SãoSebastiãodaVargemAlegre,MinasGerais,3039
Piraquê,Tocantins,3038
CorumbataídoSul,Paraná,3038
SãoMigueldoFidalgo,Piauí,3037
BentodeAbreu,SãoPaulo,3028
ChapadãodoLageado,SantaCatarina,3025
Herveiras,RioGrandedoSul,3019
Albertina,MinasGerais,3015
NovoSantoAntônio,Piauí,3014
CerroNegro,SantaCatarina,3013
Amorinópolis,Goiás,3011
JoãoCosta,Piauí,3003
Ibituruna,MinasGerais,3003
MaripádeMinas,MinasGerais,3000
PresidenteKubitschek,MinasGerais,3000
Aurilândia,Goiás,3000
Farol,Paraná,2995
DomViçoso,MinasGerais,2992
DilermandodeAguiar,RioGrandedoSul,2991
Glóriad'Oeste,MatoGrosso,2990
FreiMartinho,Paraíba,2989
FortunadeMinas,MinasGerais,2986
Iomerê,SantaCatarina,2979
Erebango,RioGrandedoSul,2978
Cafeara,Paraná,2973
PresidenteLucena,RioGrandedoSul,2972
Centenário,Tocantins,2966
ArroiodoPadre,RioGrandedoSul,2966
Mampituba,RioGrandedoSul,2965
Cristianópolis,Goiás,2962
PedradoAnta,MinasGerais,2960
LeobertoLeal,SantaCatarina,2960
DonaFrancisca,RioGrandedoSul,2958
Arapuã,Paraná,2951
Princesa,SantaCatarina,2950
SãoPedrodoButiá,RioGrandedoSul,2950
SantaMercedes,SãoPaulo,2947
MatoGrosso,Paraíba,2944
Damolândia,Goiás,2944
TamborildoPiauí,Piauí,2939
LagoaBonitadoSul,RioGrandedoSul,2939
NovaIguaçudeGoiás,Goiás,2939
VilaNovadoPiauí,Piauí,2935
Ângulo,Paraná,2931
SantaTerezadoTocantins,Tocantins,2928
Castanheiras,Rondônia,2923
SãoFélixdoPiauí,Piauí,2923
SerraGrande,Paraíba,2921
BrejoAlegre,SãoPaulo,2911
PlanaltoAlegre,SantaCatarina,2907
Galinhos,RioGrandedoNorte,2903
Pindoba,Alagoas,2903
RanchoQueimado,SantaCatarina,2897
Cruzmaltina,Paraná,2892
IpirangadeGoiás,Goiás,2892
MorrinhosdoSul,RioGrandedoSul,2891
Floreal,SãoPaulo,2884
MorroGrande,SantaCatarina,2884
Sulina,Paraná,2880
RiodosBois,Tocantins,2879
SedeNova,RioGrandedoSul,2875
LagoinhadoPiauí,Piauí,2870
Várzea,Paraíba,2870
DesterrodoMelo,MinasGerais,2867
Centenário,RioGrandedoSul,2865
VistaGaúcha,RioGrandedoSul,2858
Garruchos,RioGrandedoSul,2851
GodoyMoreira,Paraná,2850
EsperançadoSul,RioGrandedoSul,2846
Jaupaci,Goiás,2843
CristaldoSul,RioGrandedoSul,2840
VictorGraeff,RioGrandedoSul,2840
Camacho,MinasGerais,2839
Arapuá,MinasGerais,2836
NovoItacolomi,Paraná,2836
Talismã,Tocantins,2831
TrêsRanchos,Goiás,2830
OlímpioNoronha,MinasGerais,2829
Uirapuru,Goiás,2829
SãoJosédoMantimento,MinasGerais,2821
Cumari,Goiás,2820
Taquaral,SãoPaulo,2815
ConceiçãodasPedras,MinasGerais,2814
SãoFrancisco,SãoPaulo,2813
SãoJorge,RioGrandedoSul,2808
Indiavaí,MatoGrosso,2806
CândidoRodrigues,SãoPaulo,2805
FranciscoDantas,RioGrandedoNorte,2801
PortoEstrela,MatoGrosso,2794
Quevedos,RioGrandedoSul,2793
SãoBonifácio,SantaCatarina,2791
Tupiratins,Tocantins,2785
Ingaí,MinasGerais,2785
Zacarias,SãoPaulo,2784
SantaCruzdeGoiás,Goiás,2782
TanquedoPiauí,Piauí,2781
BarradoJacaré,Paraná,2781
Arantina,MinasGerais,2779
GabrielMonteiro,SãoPaulo,2776
NovoBrasil,Goiás,2775
EstreladoNorte,SãoPaulo,2774
Anahy,Paraná,2774
Mateiros,Tocantins,2773
BoaVistadoSul,RioGrandedoSul,2773
Israelândia,Goiás,2772
Capitão,RioGrandedoSul,2770
NovoSantoAntônio,MatoGrosso,2769
NovoJardim,Tocantins,2768
SenadorSalgadoFilho,RioGrandedoSul,2761
ReservadoCabaçal,MatoGrosso,2754
Toropi,RioGrandedoSul,2753
Camargo,RioGrandedoSul,2750
FagundesVarela,RioGrandedoSul,2750
Pugmil,Tocantins,2746
SãoJoãodaMata,MinasGerais,2743
PinhaldeSãoBento,Paraná,2742
SalvadordasMissões,RioGrandedoSul,2734
Peritiba,SantaCatarina,2733
LagoadeVelhos,RioGrandedoNorte,2732
SãoValériodoSul,RioGrandedoSul,2732
Coxilha,RioGrandedoSul,2731
PortoAlegredoPiauí,Piauí,2728
VistaAlegre,RioGrandedoSul,2726
EntreRiosdoSul,RioGrandedoSul,2724
CachoeiraDourada,MinasGerais,2720
Piau,MinasGerais,2719
Derrubadas,RioGrandedoSul,2718
Jacuizinho,RioGrandedoSul,2718
Carrapateira,Paraíba,2714
Borebi,SãoPaulo,2713
Maratá,RioGrandedoSul,2713
Belmonte,SantaCatarina,2712
Galvão,SantaCatarina,2711
Flórida,Paraná,2709
CelsoRamos,SantaCatarina,2709
Marmelópolis,MinasGerais,2701
ItaúnadoSul,Paraná,2700
SantaCruzdoXingu,MatoGrosso,2700
SantanadoSeridó,RioGrandedoNorte,2699
Lastro,Paraíba,2698
PrimaveradeRondônia,Rondônia,2697
CórregoNovo,MinasGerais,2688
SãoBentodoNorte,RioGrandedoNorte,2687
Argirita,MinasGerais,2681
NovaCandelária,RioGrandedoSul,2677
Palmeira,SantaCatarina,2673
Carmésia,MinasGerais,2660
Alagoa,MinasGerais,2657
Chiador,MinasGerais,2657
JoãoDias,RioGrandedoNorte,2653
SãoLuísdoPiauí,Piauí,2648
Timburi,SãoPaulo,2647
SãoDomingosdoCariri,Paraíba,2645
TrêsForquilhas,RioGrandedoSul,2643
JocaClaudino,Paraíba,2640
PlanaltodaSerra,MatoGrosso,2637
Florínea,SãoPaulo,2631
RioDoce,MinasGerais,2630
AltoParaíso,Paraná,2630
BoaVistadoIncra,RioGrandedoSul,2628
Carmolândia,Tocantins,2627
Lutécia,SãoPaulo,2623
Uniflor,Paraná,2623
SimãoPereira,MinasGerais,2621
TrêsArroios,RioGrandedoSul,2620
Bandeirante,SantaCatarina,2618
FortalezadoTabocão,Tocantins,2615
SantoAntôniodoCaiuá,Paraná,2611
Abreulândia,Tocantins,2609
TaboleiroGrande,RioGrandedoNorte,2606
OscarBressane,SãoPaulo,2603
RanchoAlegred'Oeste,Paraná,2602
SagradaFamília,RioGrandedoSul,2601
JardimdeAngicos,RioGrandedoNorte,2600
SaldanhaMarinho,RioGrandedoSul,2596
SantaMargaridadoSul,RioGrandedoSul,2593
Panamá,Goiás,2590
AlgodãodeJandaíra,Paraíba,2588
BomJesus,Paraíba,2588
Umburatiba,MinasGerais,2582
Pinhal,RioGrandedoSul,2581
Sem-Peixe,MinasGerais,2579
PontesGestal,SãoPaulo,2576
MimosodeGoiás,Goiás,2575
RiodosÍndios,RioGrandedoSul,2571
LajeadodoBugre,RioGrandedoSul,2569
BarraFunda,RioGrandedoSul,2563
NovaPádua,RioGrandedoSul,2563
FlorestadoPiauí,Piauí,2561
CoronelMartins,SantaCatarina,2560
PedraDourada,MinasGerais,2559
SãoJoãodasDuasPontes,SãoPaulo,2555
PortoRico,Paraná,2554
AroeirasdoItaim,Piauí,2551
PedroLaurentino,Piauí,2551
WenceslauBraz,MinasGerais,2543
MatoCastelhano,RioGrandedoSul,2543
SãoJoãodoPolêsine,RioGrandedoSul,2535
AbdonBatista,SantaCatarina,2534
SantaTerezinhadoTocantins,Tocantins,2530
BrasilândiadoSul,Paraná,2521
CoronelBarros,RioGrandedoSul,2521
DomPedrodeAlcântara,RioGrandedoSul,2520
Adelândia,Goiás,2515
MonteBelodoSul,RioGrandedoSul,2514
CurralVelho,Paraíba,2508
Jesúpolis,Goiás,2497
SantoAndré,Paraíba,2496
SantanadoGarambéu,MinasGerais,2494
SãoJosédasMissões,RioGrandedoSul,2491
CássiadosCoqueiros,SãoPaulo,2488
RioRufino,SantaCatarina,2484
Biquinhas,MinasGerais,2482
FormosadoSul,SantaCatarina,2481
Olhod'ÁguadoPiauí,Piauí,2477
Diorama,Goiás,2477
SantaRitad'Oeste,SãoPaulo,2476
AparecidadoRioDoce,Goiás,2474
Pedranópolis,SãoPaulo,2468
CapãoAlto,SantaCatarina,2467
BoaVistadoCadeado,RioGrandedoSul,2466
Colinas,RioGrandedoSul,2466
SãoJosédoSul,RioGrandedoSul,2464
BuritideGoiás,Goiás,2464
Arenópolis,Goiás,2462
SãoMigueldaBaixaGrande,Piauí,2456
Passagem,Paraíba,2453
Urupema,SantaCatarina,2453
Arapeí,SãoPaulo,2452
Óleo,SãoPaulo,2447
Embaúba,SãoPaulo,2446
Manfrinópolis,Paraná,2442
MatosCosta,SantaCatarina,2442
Ribeirãozinho,MatoGrosso,2439
BoaEsperançadoIguaçu,Paraná,2437
TorredePedra,SãoPaulo,2432
TimbaúbadosBatistas,RioGrandedoNorte,2427
Sagres,SãoPaulo,2427
PedraPreta,RioGrandedoNorte,2419
MorrodaGarça,MinasGerais,2413
ItaporãdoTocantins,Tocantins,2412
Lucianópolis,SãoPaulo,2412
SantaRitadoTocantins,Tocantins,2407
Avelinópolis,Goiás,2401
Forquetinha,RioGrandedoSul,2389
Vargem,SantaCatarina,2387
AmparodoSãoFrancisco,Sergipe,2386
Maetinga,Bahia,2386
SulBrasil,SantaCatarina,2386
Palmelo,Goiás,2382
Itati,RioGrandedoSul,2377
Fama,MinasGerais,2374
NovoHorizonte,SantaCatarina,2366
SilveiraMartins,RioGrandedoSul,2365
UniãodoOeste,SantaCatarina,2364
NovaAmérica,Goiás,2362
Araçaí,MinasGerais,2360
Mairipotaba,Goiás,2358
Painel,SantaCatarina,2352
ÁguasFrias,SantaCatarina,2341
RochedodeMinas,MinasGerais,2335
NovaGuataporanga,SãoPaulo,2333
NovoAlegre,Tocantins,2332
PortoMauá,RioGrandedoSul,2332
DezesseisdeNovembro,RioGrandedoSul,2331
Travesseiro,RioGrandedoSul,2331
Brunópolis,SantaCatarina,2318
SantaTerezinhadoProgresso,SantaCatarina,2317
MonteSantodoTocantins,Tocantins,2311
Lourdes,SãoPaulo,2311
EugêniodeCastro,RioGrandedoSul,2310
EstrelaDalva,MinasGerais,2308
Unistalda,RioGrandedoSul,2306
PauloBento,RioGrandedoSul,2303
Ivolândia,Goiás,2295
Cachoeirinha,Tocantins,2293
SãoVendelino,RioGrandedoSul,2288
SantoExpeditodoSul,RioGrandedoSul,2287
CerroGrande,RioGrandedoSul,2281
PresidenteNereu,SantaCatarina,2279
Monções,SãoPaulo,2274
Rolador,RioGrandedoSul,2270
Zabelê,Paraíba,2269
Silveirânia,MinasGerais,2267
CoqueirosdoSul,RioGrandedoSul,2267
SãoPedrodoParaná,Paraná,2265
Ipueira,RioGrandedoNorte,2264
Amparo,Paraíba,2264
Marzagão,Goiás,2263
SãoSebastiãodoRioVerde,MinasGerais,2259
MirimDoce,SantaCatarina,2257
Faxinalzinho,RioGrandedoSul,2256
CórregodoOuro,Goiás,2254
CasaGrande,MinasGerais,2251
Iguatu,Paraná,2251
Lacerdópolis,SantaCatarina,2248
SãoValentimdoSul,RioGrandedoSul,2248
Guaporema,Paraná,2239
SãoBernardino,SantaCatarina,2239
NovaAurora,Goiás,2236
Arvoredo,SantaCatarina,2228
RibeirãodosÍndios,SãoPaulo,2222
BrasilândiadoTocantins,Tocantins,2221
MorroAgudodeGoiás,Goiás,2217
IracemadoOeste,Paraná,2216
RiodaConceição,Tocantins,2211
Inhacorá,RioGrandedoSul,2207
Pirapó,RioGrandedoSul,2205
SantaRosadeGoiás,Goiás,2200
OuroVerde,SantaCatarina,2197
NovaRamada,RioGrandedoSul,2195
NovoTiradentes,RioGrandedoSul,2189
Monjolos,MinasGerais,2184
TaipasdoTocantins,Tocantins,2183
Mirador,Paraná,2180
SantaHelena,SantaCatarina,2178
Parisi,SãoPaulo,2177
Juarina,Tocantins,2174
SantoAntôniodosMilagres,Piauí,2172
Bodó,RioGrandedoNorte,2171
SantaCruzdaEsperança,SãoPaulo,2166
SãoManoeldoParaná,Paraná,2165
SantaRosadeLima,SantaCatarina,2151
VargemBonita,MinasGerais,2143
BomJesusdoOeste,SantaCatarina,2136
PilardeGoiás,Goiás,2135
Vanini,RioGrandedoSul,2130
OliveiraFortes,MinasGerais,2128
PimenteirasdoOeste,Rondônia,2127
SantoAntôniodoPalma,RioGrandedoSul,2118
SantaClarad'Oeste,SãoPaulo,2111
Dolcinópolis,SãoPaulo,2108
AreiadeBaraúnas,Paraíba,2105
PoçodasAntas,RioGrandedoSul,2105
Marinópolis,SãoPaulo,2101
Bozano,RioGrandedoSul,2099
SãoJoãodoPau-d'Alho,SãoPaulo,2095
Davinópolis,Goiás,2094
Ipueiras,Tocantins,2088
BoaVistadasMissões,RioGrandedoSul,2087
Jupiá,SantaCatarina,2083
VilaLângaro,RioGrandedoSul,2070
Relvado,RioGrandedoSul,2068
MontedasGameleiras,RioGrandedoNorte,2063
Ermo,SantaCatarina,2059
Aracitaba,MinasGerais,2056
SãoJosédoInhacorá,RioGrandedoSul,2040
SãoPatrício,Goiás,2040
Itapuca,RioGrandedoSul,2037
GramadodosLoureiros,RioGrandedoSul,2036
Luciara,MatoGrosso,2036
ItambédoMatoDentro,MinasGerais,2032
SantoAntôniodoParaíso,Paraná,2032
AriranhadoIvaí,Paraná,2026
SãoPedrodasMissões,RioGrandedoSul,2025
PassaVinte,MinasGerais,2024
Turiúba,SãoPaulo,2024
Cruzália,SãoPaulo,2021
SantoAntôniodoPlanalto,RioGrandedoSul,2018
Quixaba,Paraíba,2009
Sucupira,Tocantins,2007
SenadorCortes,MinasGerais,2001
RiachodeSantoAntônio,Paraíba,1999
Guaranid'Oeste,SãoPaulo,1996
DoisIrmãosdasMissões,RioGrandedoSul,1992
MarianoMoro,RioGrandedoSul,1987
ÁguaComprida,MinasGerais,1986
Lavandeira,Tocantins,1984
Aloândia,Goiás,1976
Cunhataí,SantaCatarina,1972
DoutorRicardo,RioGrandedoSul,1967
Tupirama,Tocantins,1952
Ibiam,SantaCatarina,1952
Ubiretama,RioGrandedoSul,1952
Serranos,MinasGerais,1949
Coxixola,Paraíba,1948
Queluzito,MinasGerais,1948
SãoJoãodeIracema,SãoPaulo,1942
AlmiranteTamandarédoSul,RioGrandedoSul,1935
SetedeSetembro,RioGrandedoSul,1931
ProtásioAlves,RioGrandedoSul,1929
PedrasAltas,RioGrandedoSul,1928
BenjaminConstantdoSul,RioGrandedoSul,1924
FreiRogério,SantaCatarina,1918
SãoJosédoHerval,RioGrandedoSul,1917
Douradoquara,MinasGerais,1915
AltoBelaVista,SantaCatarina,1915
Guaraíta,Goiás,1905
Mesópolis,SãoPaulo,1903
Muliterno,RioGrandedoSul,1901
PinhaldaSerra,RioGrandedoSul,1896
Sério,RioGrandedoSul,1889
Irati,SantaCatarina,1887
UniãoPaulista,SãoPaulo,1886
IpirangadoSul,RioGrandedoSul,1871
Tapiraí,MinasGerais,1869
QuatroIrmãos,RioGrandedoSul,1860
BomProgresso,RioGrandedoSul,1858
Seritinga,MinasGerais,1857
Ivorá,RioGrandedoSul,1854
VitóriaBrasil,SãoPaulo,1852
Paulistânia,SãoPaulo,1835
NovaCanaãPaulista,SãoPaulo,1824
SãoJosédoBrejodoCruz,Paraíba,1821
Aspásia,SãoPaulo,1815
ÁguaLimpa,Goiás,1809
DirceReis,SãoPaulo,1805
PedroTeixeira,MinasGerais,1804
SãoMigueldaBoaVista,SantaCatarina,1794
Consolação,MinasGerais,1786
Miraselva,Paraná,1786
VespasianoCorrêa,RioGrandedoSul,1776
Cruzaltense,RioGrandedoSul,1765
Macieira,SantaCatarina,1757
SantoAntôniodoRioAbaixo,MinasGerais,1756
Japurá,Amazonas,1755
Arco-Íris,SãoPaulo,1755
Trabiju,SãoPaulo,1752
CrixásdoTocantins,Tocantins,1749
Parari,Paraíba,1747
SeverianoMelo,RioGrandedoNorte,1743
Fernão,SãoPaulo,1739
Viçosa,RioGrandedoNorte,1731
NovaBoaVista,RioGrandedoSul,1731
LinhaNova,RioGrandedoSul,1724
SantaTereza,RioGrandedoSul,1722
FlorianoPeixoto,RioGrandedoSul,1709
NovoXingu,RioGrandedoSul,1705
